City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,tanggu,39.0211,117.6469,279.13,26,81,4.7,CN,1699848261
365,djidiouia,35.9299,0.8287,289.47,69,0,0.98,DZ,1699848261
366,halifax,44.6453,-63.5724,273.43,87,50,0.89,CA,1699848047
367,nazare,-13.035,-39.0144,293.03,97,1,0.73,BR,1699848262
368,pekan,3.4836,103.3996,303.21,82,100,1.43,MY,1699848262
369,nova sintra,14.8667,-24.7167,296.28,69,31,6.41,CV,1699848263
370,blythe,33.6103,-114.5964,290.45,20,7,1.35,US,1699848033
371,stephenville,32.2207,-98.2023,286.22,86,40,0.0,US,1699848263
372,dourados,-22.2211,-54.8056,303.86,32,49,5.76,BR,1699848263
373,altai,46.3722,96.2583,267.24,57,95,0.98,MN,1699848264
374,pompeu,-19.2244,-44.9353,297.08,34,52,1.19,BR,1699848264
375,klaksvik,62.2266,-6.589,279.66,82,100,12.81,FO,1699847878
376,itaituba,-4.2761,-55.9836,299.74,62,11,0.64,BR,1699848264
377,shahr-e babak,30.1165,55.1186,287.01,23,80,2.34,IR,1699848265
378,rikaze,29.25,88.8833,278.25,11,0,0.61,CN,1699847893
379,sisimiut,66.9395,-53.6735,262.95,88,52,2.49,GL,1699848265
380,heunghae,36.1125,129.3522,281.72,25,0,5.93,KR,1699848266
381,kulhudhuffushi,6.6221,73.07,301.28,73,97,2.49,MV,1699848266
382,santana,-0.0583,-51.1817,301.25,78,0,6.17,BR,1699847877
383,constitucion,-35.3333,-72.4167,283.54,74,1,8.63,CL,1699848266
384,tadine,-21.55,167.8833,296.57,56,39,9.69,NC,1699848266
385,stiens,53.2623,5.7577,278.7,94,100,3.09,NL,1699848267
386,abalak,58.1286,68.5944,272.23,95,59,2.08,RU,1699848267
387,revda,56.801,59.9303,273.93,85,100,1.5,RU,1699848048
388,kerman,30.2832,57.0788,280.07,42,0,2.06,IR,1699848267
389,akureyri,65.6835,-18.0878,274.11,69,75,1.03,IS,1699848268
390,papao,-17.75,-149.55,297.97,80,54,1.24,PF,1699848268
391,coremas,-7.0144,-37.9458,299.41,52,0,3.3,BR,1699848268
392,mana,5.6592,-53.7767,299.19,89,2,4.24,GF,1699848268
393,skovorodino,53.9833,123.9167,270.07,42,26,2.35,RU,1699848269
394,lagoa,39.05,-27.9833,290.41,84,100,5.9,PT,1699848269
395,brookings,44.3114,-96.7984,277.64,65,0,2.06,US,1699848259
396,belinskiy,52.9647,43.4165,281.12,78,100,10.83,RU,1699848270
397,cidade velha,14.9167,-23.6167,297.41,83,0,4.63,CV,1699848270
398,shannon,52.7039,-8.8642,285.45,82,75,16.46,IE,1699848270
399,vargashi,55.3556,65.8467,275.98,92,82,3.01,RU,1699848271
400,isola di capo rizzuto,38.96,17.0933,289.92,76,0,4.94,IT,1699848195
401,mejit,10.2753,170.8646,301.22,82,82,8.56,MH,1699848271
402,rutana,-3.8667,30.1,288.03,91,78,0.37,BI,1699848272
403,bondo,3.8146,23.6866,293.24,99,100,0.54,CD,1699848272
404,kruisfontein,-34.0033,24.7314,285.52,69,5,3.3,ZA,1699848273
405,borodino,55.9106,94.8983,270.78,79,100,1.63,RU,1699848273
406,bereket,39.2446,55.5154,287.01,45,94,6.58,TM,1699848273
407,fuyu,45.1833,124.8167,270.19,77,3,4.73,CN,1699848274
408,lubumbashi,-11.6609,27.4794,290.99,97,93,0.18,CD,1699848274
409,princeville,45.7668,-61.2985,276.16,94,100,2.57,CA,1699848189
410,polyarnyy,69.1989,33.4478,263.44,95,93,4.38,RU,1699847929
411,thinadhoo,0.5333,72.9333,299.07,86,100,4.11,MV,1699848090
412,marquetalia,5.2966,-75.055,292.09,97,100,0.84,CO,1699848275
413,mocoreta,-30.6189,-57.9634,293.3,98,100,4.57,AR,1699848275
414,mbabane,-26.3167,31.1333,285.32,83,100,1.11,SZ,1699848224
415,colonia,50.9333,6.95,281.72,89,100,2.57,DE,1699847643
416,ta`u,-14.2336,-169.5144,301.22,77,26,3.19,AS,1699848276
417,bridlington,54.0831,-0.1919,282.6,93,100,3.58,GB,1699848276
418,tamanrasset,22.785,5.5228,288.1,20,0,2.06,DZ,1699848276
419,xilin hot,43.9667,116.0333,268.04,60,2,5.14,CN,1699847928
420,poltavka,54.3663,71.7632,277.11,91,93,4.43,RU,1699848276
421,taoudenni,22.6783,-3.9836,297.03,22,4,5.33,ML,1699848276
422,strezhevoy,60.7333,77.5889,273.13,98,100,2.68,RU,1699848277
423,salekhard,66.53,66.6019,260.04,89,21,3.44,RU,1699848277
424,xiongzhou,25.1167,114.3,289.14,58,90,2.46,CN,1699848277
425,kayangel,8.0823,134.7173,302.33,75,100,7.3,PW,1699847909
426,lamu,-2.2717,40.902,298.27,85,91,1.87,KE,1699847874
427,gadzhiyevo,69.2551,33.3362,262.93,96,96,4.23,RU,1699848277
428,masallatah,32.6167,14.0,291.5,60,0,4.09,LY,1699848277
429,fussen,47.8739,12.1695,281.03,96,100,3.8,DE,1699848278
430,chulakkurgan,43.765,69.1814,276.41,70,6,1.41,KZ,1699848278
431,nago,26.5881,127.9761,295.39,63,89,8.81,JP,1699847918
432,baruun-urt,46.6806,113.2792,264.87,79,3,6.59,MN,1699847884
433,paita,-5.0892,-81.1144,293.12,89,0,5.03,PE,1699848278
434,fukuecho,32.6881,128.8419,285.35,47,40,6.17,JP,1699848278
435,elmali,36.7358,29.9177,283.28,89,100,1.99,TR,1699848279
436,beni saf,35.301,-1.3823,286.31,80,0,0.7,DZ,1699848279
437,braganca paulista,-22.94,-46.5556,295.62,51,100,1.48,BR,1699848280
438,jiayuguan,39.8167,98.3,275.97,31,64,3.72,CN,1699848280
439,altay,47.8667,88.1167,273.29,93,100,0.84,CN,1699848281
440,shengli,37.4564,118.4856,279.55,25,96,3.59,CN,1699848281
441,lata,40.1629,-8.3327,289.86,96,67,1.77,PT,1699847872
442,yugo-kamskiy,57.7053,55.5894,274.16,89,100,4.38,RU,1699848281
443,klyuchi,52.2667,79.1667,277.84,82,100,4.97,RU,1699848282
444,mount pearl,47.5166,-52.7813,271.46,81,100,5.14,CA,1699848282
445,vicuna,-30.0319,-70.7081,283.0,56,11,0.43,CL,1699848282
446,hasaki,35.7333,140.8333,287.37,59,100,6.3,JP,1699848282
447,gobernador virasora,-28.05,-56.0333,297.04,88,49,1.79,AR,1699848282
448,bartica,6.4,-58.6167,299.33,99,12,0.37,GY,1699848283
449,murzuq,25.9155,13.9184,290.75,35,0,2.88,LY,1699848283
450,salinopolis,-0.6136,-47.3561,300.74,77,7,6.7,BR,1699848283
451,port-vila,-17.7338,168.3219,296.93,88,100,4.12,VU,1699848130
452,pundong,-7.9522,110.3486,304.21,62,73,3.2,ID,1699848283
453,necochea,-38.5473,-58.7368,279.86,65,0,2.64,AR,1699848284
454,yamada,39.4667,141.95,281.71,55,97,2.04,JP,1699848284
455,acarau,-2.8856,-40.12,298.86,78,0,5.94,BR,1699847920
456,bathsheba,13.2167,-59.5167,301.49,83,40,7.72,BB,1699848087
457,qarazhal,48.0078,70.7903,275.99,85,93,2.82,KZ,1699848284
458,meadow lakes,61.6247,-149.6011,268.07,93,0,0.0,US,1699848284
459,goundam,16.4145,-3.6708,297.55,11,1,4.3,ML,1699848285
460,jutai,-5.1833,-68.9,297.07,93,16,1.22,BR,1699848285
461,banda aceh,5.5577,95.3222,302.48,71,62,4.52,ID,1699847907
462,ketchikan,55.3422,-131.6461,280.14,61,0,4.63,US,1699848272
463,nanyuki,0.0167,37.0728,288.3,91,83,0.35,KE,1699848285
464,capilla del monte,-30.8609,-64.5251,284.69,29,65,7.78,AR,1699848285
465,broken hill,-31.95,141.4333,303.53,14,48,4.59,AU,1699848286
466,progreso,21.2833,-89.6667,299.32,87,100,9.6,MX,1699848286
467,cooper's town,26.8667,-77.5167,298.37,71,18,3.57,BS,1699848286
468,grenada,37.1882,-3.6067,280.35,93,0,1.03,ES,1699848080
469,houlton,46.1262,-67.8403,269.38,77,0,3.09,US,1699848286
470,brisas de zicatela,15.8369,-97.0419,301.44,57,0,2.57,MX,1699848286
471,whakatane,-37.9585,176.9854,298.08,53,2,3.34,NZ,1699848287
472,enewetak,11.3474,162.3373,300.78,81,100,6.93,MH,1699847898
473,delmiro gouveia,-9.3886,-37.9992,294.73,79,2,1.96,BR,1699848287
474,sirmaur,24.85,81.3833,296.8,48,23,1.03,IN,1699848287
475,priargunsk,50.3691,119.1012,263.63,78,29,1.89,RU,1699848288
476,saint ann's bay,18.4358,-77.201,300.31,82,45,4.54,JM,1699848288
477,suva,-18.1416,178.4415,296.86,94,75,4.63,FJ,1699848055
478,luena,-11.7833,19.9167,290.62,96,100,1.01,AO,1699848288
479,weno,7.4515,151.8468,301.77,70,44,4.77,FM,1699848288
480,saint-joseph,-21.3667,55.6167,298.41,77,36,1.85,RE,1699848289
481,oranjemund,-28.55,16.4333,287.68,89,0,8.39,NA,1699848289
482,moranbah,-22.0016,148.0466,306.72,22,0,7.02,AU,1699848289
483,tselinnoye,53.0833,85.6667,273.83,91,60,4.49,RU,1699848289
484,dryden,49.7833,-92.7503,276.31,87,100,8.23,CA,1699848289
485,mil'kovo,55.6078,37.7956,278.38,95,100,5.53,RU,1699848093
486,island harbour,50.724,-1.2758,288.11,94,100,3.58,GB,1699848290
487,labytnangi,66.6572,66.4183,259.72,90,51,3.32,RU,1699848290
488,cacheu,12.2706,-16.1658,296.2,68,21,2.37,GW,1699848290
489,mossel bay,-34.1831,22.146,284.11,75,2,1.84,ZA,1699847924
490,victorica,-36.2151,-65.4359,283.82,33,1,2.3,AR,1699848290
491,san luis de la loma,17.2706,-100.8939,299.8,84,52,2.33,MX,1699848290
492,matthew town,20.95,-73.6667,301.01,80,6,7.92,BS,1699848291
493,ouezzane,34.7971,-5.5822,289.44,52,82,1.26,MA,1699848291
494,barth,54.3635,12.7249,279.85,86,54,6.48,DE,1699848291
495,pratt,37.6439,-98.7376,281.27,87,0,0.0,US,1699848232
496,itoman,26.1247,127.6694,295.16,53,40,12.35,JP,1699848282
497,walvis bay,-22.9575,14.5053,287.68,88,0,3.09,NA,1699847908
498,kidal,18.4411,1.4078,296.56,13,0,4.54,ML,1699848291
499,dolores,-36.3132,-57.6792,281.68,79,46,2.89,AR,1699848292
500,bestobe,52.4994,73.0975,277.15,87,100,3.71,KZ,1699848292
501,mizdah,31.4451,12.9801,288.24,51,0,1.52,LY,1699848292
502,lindsay,36.203,-119.0882,285.28,65,0,1.54,US,1699848292
503,bodden town,19.2833,-81.25,302.15,87,20,5.66,KY,1699848293
504,ciudad valles,21.9833,-99.0167,292.56,99,100,0.32,MX,1699848293
505,taishan,22.2514,112.7799,296.54,61,69,5.29,CN,1699848293
506,prince rupert,54.3161,-130.3201,280.98,73,100,3.6,CA,1699848293
507,san martin,-33.081,-68.4681,286.45,29,0,3.17,AR,1699848293
508,cheney,47.4874,-117.5758,279.26,89,100,2.57,US,1699848293
509,sao vicente,-23.9631,-46.3919,306.25,26,9,1.63,BR,1699848293
510,tsiombe,-25.3,45.4833,298.3,59,0,3.96,MG,1699848294
511,dalbandin,28.8947,64.4101,291.66,30,67,3.32,PK,1699848294
512,andovoranto,-18.95,49.1,297.0,76,98,0.93,MG,1699848294
513,scottburgh,-30.2867,30.7532,291.45,75,98,2.74,ZA,1699848294
514,o'fallon,38.8106,-90.6999,285.09,51,25,0.45,US,1699848021
515,queenstown,-31.8976,26.8753,282.73,89,0,0.55,ZA,1699848294
516,shingu,33.7333,135.9833,285.88,54,18,3.55,JP,1699848010
517,i-n-salah,27.1935,2.4607,293.08,35,18,4.96,DZ,1699848294
518,mangalia,43.8,28.5833,284.02,46,99,0.72,RO,1699848295
519,port isabel,26.0734,-97.2086,290.41,100,100,8.23,US,1699848295
520,takoradi,4.8845,-1.7554,297.34,97,23,0.8,GH,1699848295
521,khovd,48.0056,91.6419,269.36,87,98,1.34,MN,1699848291
522,fort st. john,56.2499,-120.8529,271.09,74,75,3.09,CA,1699848046
523,al harithah,30.7186,47.7208,290.13,55,100,0.0,IQ,1699848295
524,castillos,-34.1667,-53.8333,288.42,91,67,3.28,UY,1699848296
525,orchard homes,46.8633,-114.0484,278.62,75,0,2.24,US,1699848296
526,bouarfa,32.53,-1.95,287.99,37,18,1.12,MA,1699848296
527,chekmagush,55.1319,54.6556,276.17,81,100,7.89,RU,1699848296
528,duku,11.2361,4.9073,296.4,24,29,2.77,NG,1699848296
529,pontianak,-0.0333,109.3333,300.14,83,40,2.06,ID,1699848041
530,afaahiti,-17.75,-149.2833,297.08,80,56,2.56,PF,1699848103
531,yoichi,43.2039,140.7703,277.14,69,96,8.21,JP,1699848297
532,los llanos de aridane,28.6585,-17.9182,294.33,38,20,4.02,ES,1699848297
533,belokurikha,51.9959,84.9896,275.98,96,100,2.5,RU,1699847920
534,sena madureira,-9.0656,-68.6569,298.54,72,11,1.25,BR,1699848297
535,banff,51.1762,-115.5698,273.72,80,100,1.03,CA,1699848023
536,balsta,59.5671,17.5278,274.42,88,100,4.81,SE,1699848298
537,lyantor,61.6195,72.1555,265.35,92,79,4.82,RU,1699848298
538,topolobampo,25.6,-109.05,295.1,68,0,2.06,MX,1699848298
539,jijiga,9.35,42.8,289.69,83,38,3.79,ET,1699848298
540,waddan,29.1614,16.139,290.13,79,0,0.87,LY,1699848298
541,yakeshi,49.2833,120.7333,262.08,90,91,2.24,CN,1699848299
542,gamba,-2.65,10.0,297.93,89,96,1.53,GA,1699848299
543,angaur state,6.906,134.13,302.28,74,90,5.72,PW,1699848299
544,natal,-5.795,-35.2094,297.27,83,20,3.09,BR,1699848299
545,kuqa,41.7278,82.9364,279.44,54,92,0.86,CN,1699848299
546,tidjikja,18.5564,-11.4271,296.99,13,5,4.27,MR,1699848299
547,asosa,10.0667,34.5333,290.35,85,71,2.38,ET,1699848299
548,daru,-9.0763,143.2092,301.16,65,74,3.95,PG,1699848300
549,mahibadhoo,3.7833,72.9667,301.28,70,82,1.06,MV,1699847912
550,kibakwe,-6.7167,36.3667,293.04,85,95,1.31,TZ,1699848300
551,murghob,38.1702,73.9667,265.25,73,9,2.75,TJ,1699848300
552,ponta delgada,37.7333,-25.6667,293.55,94,75,4.12,PT,1699847726
553,suozhen,36.9539,118.1047,279.24,28,100,2.66,CN,1699848300
